t(ticks) ; nlug ; id_viat ; observ
 1503341 ;   10 ;    5298 ; cheio
 1503383 ;   10 ;    5264 ; cheio
 1503423 ;   10 ;    5234 ; cheio
 1503452 ;    9 ;    5485 ; saida
 1503473 ;   10 ;    5319 ; estacionamento
 1503515 ;    9 ;    5402 ; saida
 1503675 ;    8 ;    5319 ; saida
 1503693 ;    9 ;    5207 ; estacionamento
 1503784 ;    8 ;    5207 ; saida
 1503799 ;    9 ;    5208 ; estacionamento
 1504025 ;    8 ;    5208 ; saida
 1504044 ;    9 ;    5209 ; estacionamento
 1504470 ;    8 ;    5209 ; saida
 1504491 ;    9 ;    5097 ; estacionamento
 1504564 ;    8 ;    5097 ; saida
 1504673 ;    9 ;    5222 ; estacionamento
 1504893 ;    8 ;    5222 ; saida
 1504929 ;    9 ;    5110 ; estacionamento
 1505251 ;    8 ;    5110 ; saida
 1505270 ;    9 ;    5191 ; estacionamento
 1505644 ;   10 ;    5248 ; estacionamento
 1505839 ;   10 ;    5251 ; cheio
 1505912 ;   10 ;    5253 ; cheio
 1505979 ;   10 ;    5285 ; cheio
 1506108 ;   10 ;    5291 ; cheio
 1506175 ;   10 ;    5295 ; cheio
 1506300 ;   10 ;    5093 ; cheio
 1506415 ;   10 ;    5203 ; cheio
 1506515 ;   10 ;    5236 ; cheio
 1506579 ;   10 ;    5247 ; cheio
 1506624 ;   10 ;    5261 ; cheio
 1506745 ;    9 ;    5223 ; saida
 1506806 ;   10 ;    5017 ; estacionamento
 1507034 ;    9 ;    5017 ; saida
 1507056 ;    8 ;    5186 ; saida
 1507091 ;    9 ;    5012 ; estacionamento
 1507244 ;    8 ;    5012 ; saida
 1507261 ;    9 ;    4976 ; estacionamento
 1507378 ;   10 ;    5263 ; estacionamento
 1507472 ;    9 ;    5283 ; saida
 1507497 ;    8 ;    5263 ; saida
 1507528 ;    7 ;    5309 ; saida
 1507541 ;    6 ;    4976 ; saida
 1507568 ;    5 ;    5357 ; saida
 1507593 ;    6 ;    5213 ; estacionamento
 1508009 ;    5 ;    5213 ; saida
 1508040 ;    6 ;    5339 ; estacionamento
 1508373 ;    5 ;    5339 ; saida
 1508410 ;    6 ;    5346 ; estacionamento
 1508736 ;    5 ;    5346 ; saida
 1508797 ;    4 ;    5396 ; saida
 1508838 ;    5 ;    5297 ; estacionamento
 1509044 ;    4 ;    5297 ; saida
 1509669 ;    5 ;    5345 ; estacionamento
 1509783 ;    4 ;    5345 ; saida
 1509849 ;    5 ;    5356 ; estacionamento
 1509933 ;    6 ;    5325 ; estacionamento
 1510011 ;    5 ;    5325 ; saida
 1510074 ;    6 ;    5338 ; estacionamento
 1510159 ;    5 ;    5338 ; saida
 1510199 ;    6 ;    5354 ; estacionamento
 1510329 ;    7 ;    5282 ; estacionamento
 1510374 ;    8 ;    5317 ; estacionamento
 1510529 ;    7 ;    5317 ; saida
 1510655 ;    6 ;    5282 ; saida
 1510670 ;    5 ;    5238 ; saida
 1510692 ;    6 ;    5266 ; estacionamento
 1510992 ;    5 ;    5266 ; saida
 1511005 ;    4 ;    5265 ; saida
 1511030 ;    5 ;    5216 ; estacionamento
 1511371 ;    4 ;    5216 ; saida
 1511387 ;    5 ;    5258 ; estacionamento
 1511767 ;    4 ;    5258 ; saida
 1511781 ;    5 ;    4974 ; estacionamento
 1511837 ;    4 ;    5191 ; saida
 1511885 ;    3 ;    5248 ; saida
 1511915 ;    2 ;    5356 ; saida
 1511934 ;    1 ;    4974 ; saida
 1511949 ;    0 ;    5354 ; saida
 1511975 ;    1 ;    5318 ; estacionamento
 1512072 ;    0 ;    5318 ; saida
 1512249 ;    1 ;    5377 ; estacionamento
 1512640 ;    0 ;    5377 ; saida
 1512659 ;    1 ;    5296 ; estacionamento
 1512761 ;    0 ;    5296 ; saida
 1512778 ;    1 ;    5277 ; estacionamento
 1512957 ;    0 ;    5277 ; saida
 1512973 ;    1 ;    5387 ; estacionamento
 1513074 ;    0 ;    5387 ; saida
 1513090 ;    1 ;    5349 ; estacionamento
 1513390 ;    0 ;    5349 ; saida
 1513407 ;    1 ;    5331 ; estacionamento
 1513708 ;    0 ;    5331 ; saida
 1513731 ;    1 ;    5334 ; estacionamento
 1514028 ;    0 ;    5334 ; saida
 1514044 ;    1 ;    5340 ; estacionamento
 1514468 ;    0 ;    5340 ; saida
 1514838 ;    1 ;    5336 ; estacionamento
 1515017 ;    0 ;    5336 ; saida
 1515050 ;    1 ;    5434 ; estacionamento
 1515149 ;    2 ;    5418 ; estacionamento
 1515383 ;    1 ;    5434 ; saida
 1515416 ;    2 ;    5436 ; estacionamento
 1515468 ;    1 ;    5418 ; saida
 1515502 ;    2 ;    5442 ; estacionamento
 1515740 ;    1 ;    5442 ; saida
 1515768 ;    2 ;    5440 ; estacionamento
 1515854 ;    1 ;    5436 ; saida
 1515882 ;    2 ;    5437 ; estacionamento
 1516117 ;    1 ;    5437 ; saida
 1516134 ;    2 ;    5421 ; estacionamento
 1516168 ;    3 ;    5439 ; estacionamento
 1516253 ;    2 ;    5421 ; saida
 1516439 ;    1 ;    5439 ; saida
 1516471 ;    2 ;    5415 ; estacionamento
 1516634 ;    1 ;    5415 ; saida
 1516690 ;    0 ;    5440 ; saida
 1516752 ;    1 ;    5453 ; estacionamento
 1516866 ;    0 ;    5453 ; saida
 1516882 ;    1 ;    5455 ; estacionamento
 1517027 ;    0 ;    5455 ; saida
 1517071 ;    1 ;    5426 ; estacionamento
 1517480 ;    0 ;    5426 ; saida
 1517644 ;    1 ;    5388 ; estacionamento
 1517801 ;    0 ;    5388 ; saida
 1519282 ;    1 ;    5352 ; estacionamento
 1519581 ;    0 ;    5352 ; saida
 1522349 ;    1 ;    5370 ; estacionamento
 1522427 ;    0 ;    5370 ; saida
 1522467 ;    1 ;    5362 ; estacionamento
 1522725 ;    0 ;    5362 ; saida
 1525366 ;    1 ;    5364 ; estacionamento
 1525484 ;    2 ;    5350 ; estacionamento
 1525675 ;    1 ;    5364 ; saida
 1525905 ;    0 ;    5350 ; saida
 1526921 ;    1 ;    5329 ; estacionamento
 1527343 ;    0 ;    5329 ; saida
 1527405 ;    1 ;    5353 ; estacionamento
 1527608 ;    0 ;    5353 ; saida
 1527636 ;    1 ;    5379 ; estacionamento
 1527839 ;    0 ;    5379 ; saida
 1527872 ;    1 ;    5409 ; estacionamento
 1528181 ;    0 ;    5409 ; saida
 1528213 ;    1 ;    5385 ; estacionamento
 1528565 ;    0 ;    5385 ; saida
 1528611 ;    1 ;    5487 ; estacionamento
 1528680 ;    2 ;    5390 ; estacionamento
 1528719 ;    3 ;    5257 ; estacionamento
 1528890 ;    2 ;    5257 ; saida
 1529391 ;    3 ;    5273 ; estacionamento
 1529775 ;    2 ;    5273 ; saida
 1529791 ;    3 ;    5324 ; estacionamento
 1530070 ;    2 ;    5324 ; saida
 1530097 ;    3 ;    5391 ; estacionamento
 1530396 ;    2 ;    5391 ; saida
 1530482 ;    1 ;    5390 ; saida
 1530617 ;    0 ;    5487 ; saida
 1530672 ;    1 ;    5514 ; estacionamento
 1530707 ;    2 ;    5528 ; estacionamento
 1530941 ;    1 ;    5528 ; saida
 1531068 ;    0 ;    5514 ; saida
 1531083 ;    1 ;    5375 ; estacionamento
 1531460 ;    0 ;    5375 ; saida
 1531479 ;    1 ;    5376 ; estacionamento
 1531582 ;    0 ;    5376 ; saida
 1531595 ;    1 ;    5541 ; estacionamento
 1531976 ;    0 ;    5541 ; saida
 1532007 ;    1 ;    5332 ; estacionamento
 1532085 ;    0 ;    5332 ; saida
 1532102 ;    1 ;    5503 ; estacionamento
 1532246 ;    0 ;    5503 ; saida
 1532270 ;    1 ;    5333 ; estacionamento
 1532657 ;    0 ;    5333 ; saida
 1532681 ;    1 ;    5504 ; estacionamento
 1533025 ;    0 ;    5504 ; saida
 1533039 ;    1 ;    5330 ; estacionamento
 1533101 ;    0 ;    5330 ; saida
 1533113 ;    1 ;    5506 ; estacionamento
 1533487 ;    0 ;    5506 ; saida
 1533500 ;    1 ;    5371 ; estacionamento
 1533918 ;    0 ;    5371 ; saida
 1533930 ;    1 ;    5509 ; estacionamento
 1534227 ;    0 ;    5509 ; saida
 1534270 ;    1 ;    5372 ; estacionamento
 1534576 ;    0 ;    5372 ; saida
 1534589 ;    1 ;    5535 ; estacionamento
 1535154 ;    0 ;    5535 ; saida
 1535177 ;    1 ;    5373 ; estacionamento
 1535235 ;    0 ;    5373 ; saida
 1535246 ;    1 ;    5516 ; estacionamento
 1535343 ;    0 ;    5516 ; saida
 1535352 ;    1 ;    5515 ; estacionamento
 1535570 ;    0 ;    5515 ; saida
 1535580 ;    1 ;    5378 ; estacionamento
 1535718 ;    0 ;    5378 ; saida
 1535730 ;    1 ;    5452 ; estacionamento
 1535787 ;    0 ;    5452 ; saida
 1535799 ;    1 ;    5322 ; estacionamento
 1535939 ;    0 ;    5322 ; saida
 1535966 ;    1 ;    5399 ; estacionamento
 1536211 ;    0 ;    5399 ; saida
 1536248 ;    1 ;    5403 ; estacionamento
 1536696 ;    0 ;    5403 ; saida
 1536729 ;    1 ;    5404 ; estacionamento
 1537220 ;    0 ;    5404 ; saida
 1537445 ;    1 ;    5398 ; estacionamento
 1537808 ;    2 ;    5444 ; estacionamento
 1538041 ;    1 ;    5444 ; saida
 1538060 ;    2 ;    5449 ; estacionamento
 1538365 ;    1 ;    5449 ; saida
 1538379 ;    2 ;    5486 ; estacionamento
 1538736 ;    3 ;    5411 ; estacionamento
 1539126 ;    2 ;    5411 ; saida
 1539159 ;    3 ;    5414 ; estacionamento
 1539318 ;    4 ;    5457 ; estacionamento
 1539555 ;    3 ;    5414 ; saida
 1539613 ;    2 ;    5457 ; saida
 1539645 ;    3 ;    5458 ; estacionamento
 1539786 ;    2 ;    5458 ; saida
 1539819 ;    3 ;    5473 ; estacionamento
 1539959 ;    2 ;    5473 ; saida
 1540158 ;    3 ;    5276 ; estacionamento
 1541002 ;    4 ;    5303 ; estacionamento
 1541276 ;    3 ;    5303 ; saida
 1541317 ;    4 ;    5432 ; estacionamento
 1541635 ;    3 ;    5432 ; saida
 1541661 ;    4 ;    5433 ; estacionamento
 1541979 ;    3 ;    5433 ; saida
 1542032 ;    4 ;    5305 ; estacionamento
 1542388 ;    3 ;    5305 ; saida
 1542420 ;    4 ;    5459 ; estacionamento
 1542686 ;    3 ;    5459 ; saida
 1542712 ;    4 ;    5424 ; estacionamento
 1542943 ;    3 ;    5424 ; saida
 1542966 ;    4 ;    5454 ; estacionamento
 1543071 ;    3 ;    5454 ; saida
 1543089 ;    4 ;    5465 ; estacionamento
 1543195 ;    3 ;    5465 ; saida
 1547617 ;    4 ;    5307 ; estacionamento
 1548068 ;    3 ;    5307 ; saida
 1548198 ;    4 ;    5366 ; estacionamento
 1548263 ;    3 ;    5366 ; saida
 1548285 ;    4 ;    5537 ; estacionamento
 1548662 ;    3 ;    5537 ; saida
 1548680 ;    4 ;    5475 ; estacionamento
 1548803 ;    5 ;    5328 ; estacionamento
 1548872 ;    4 ;    5328 ; saida
 1548886 ;    5 ;    5522 ; estacionamento
 1549141 ;    4 ;    5522 ; saida
 1549152 ;    5 ;    5351 ; estacionamento
 1549450 ;    4 ;    5351 ; saida
 1549466 ;    5 ;    5551 ; estacionamento
 1549762 ;    4 ;    5551 ; saida
 1549775 ;    5 ;    5314 ; estacionamento
 1550192 ;    4 ;    5314 ; saida
 1550208 ;    5 ;    5348 ; estacionamento
 1550508 ;    4 ;    5348 ; saida
 1550503 ;    5 ;    5523 ; estacionamento
 1550819 ;    4 ;    5523 ; saida
 1551644 ;    5 ;    5422 ; estacionamento
 1551906 ;    4 ;    5422 ; saida
 1551940 ;    5 ;    5425 ; estacionamento
 1552096 ;    4 ;    5425 ; saida
 1552125 ;    5 ;    5429 ; estacionamento
 1552477 ;    4 ;    5429 ; saida
 1552520 ;    5 ;    5474 ; estacionamento
 1552631 ;    4 ;    5474 ; saida
 1552662 ;    5 ;    5467 ; estacionamento
 1552734 ;    4 ;    5398 ; saida
 1552934 ;    3 ;    5467 ; saida
 1552968 ;    4 ;    5466 ; estacionamento
 1553282 ;    3 ;    5466 ; saida
 1553312 ;    4 ;    5447 ; estacionamento
 1553427 ;    3 ;    5447 ; saida
 1553463 ;    4 ;    5472 ; estacionamento
 1553824 ;    3 ;    5472 ; saida
 1553863 ;    4 ;    5464 ; estacionamento
 1554015 ;    3 ;    5464 ; saida
 1554046 ;    4 ;    5478 ; estacionamento
 1554232 ;    3 ;    5478 ; saida
 1554265 ;    4 ;    5524 ; estacionamento
 1554656 ;    3 ;    5524 ; saida
 1554692 ;    4 ;    5521 ; estacionamento
 1555093 ;    3 ;    5521 ; saida
 1555134 ;    4 ;    5520 ; estacionamento
 1555257 ;    3 ;    5520 ; saida
 1555298 ;    4 ;    5491 ; estacionamento
 1555659 ;    3 ;    5491 ; saida
 1555698 ;    4 ;    5532 ; estacionamento
 1556136 ;    3 ;    5532 ; saida
 1557057 ;    4 ;    5312 ; estacionamento
 1557476 ;    3 ;    5312 ; saida
 1557508 ;    4 ;    5279 ; estacionamento
 1557785 ;    3 ;    5279 ; saida
 1557812 ;    4 ;    5355 ; estacionamento
 1558136 ;    3 ;    5355 ; saida
 1558185 ;    4 ;    5337 ; estacionamento
 1558387 ;    3 ;    5337 ; saida
 1558433 ;    4 ;    5335 ; estacionamento
 1558822 ;    3 ;    5335 ; saida
 1558873 ;    4 ;    5500 ; estacionamento
 1558988 ;    3 ;    5500 ; saida
 1559041 ;    4 ;    5538 ; estacionamento
 1559506 ;    3 ;    5538 ; saida
 1559545 ;    4 ;    5469 ; estacionamento
 1559657 ;    3 ;    5469 ; saida
 1559677 ;    4 ;    5470 ; estacionamento
 1559988 ;    3 ;    5470 ; saida
 1560027 ;    4 ;    5343 ; estacionamento
 1560463 ;    3 ;    5343 ; saida
 1561037 ;    4 ;    5495 ; estacionamento
 1561454 ;    3 ;    5495 ; saida
 1561468 ;    4 ;    5490 ; estacionamento
 1561485 ;    5 ;    5456 ; estacionamento
 1561549 ;    4 ;    5456 ; saida
 1561577 ;    5 ;    5601 ; estacionamento
 1561777 ;    6 ;    5550 ; estacionamento
 1561892 ;    5 ;    5601 ; saida
 1561919 ;    6 ;    5557 ; estacionamento
 1562097 ;    5 ;    5550 ; saida
 1562192 ;    4 ;    5557 ; saida
 1562205 ;    5 ;    5533 ; estacionamento
 1562465 ;    4 ;    5533 ; saida
 1562477 ;    5 ;    5477 ; estacionamento
 1562615 ;    4 ;    5477 ; saida
 1562672 ;    3 ;    5490 ; saida
 1562690 ;    2 ;    5486 ; saida
 1562882 ;    3 ;    5637 ; estacionamento
 1563154 ;    2 ;    5637 ; saida
 1563194 ;    3 ;    5392 ; estacionamento
 1563535 ;    2 ;    5392 ; saida
 1563625 ;    3 ;    5561 ; estacionamento
 1563775 ;    2 ;    5561 ; saida
 1563793 ;    3 ;    5383 ; estacionamento
 1563889 ;    2 ;    5383 ; saida
 1563906 ;    3 ;    5544 ; estacionamento
 1564205 ;    2 ;    5544 ; saida
 1564229 ;    3 ;    5471 ; estacionamento
 1564504 ;    2 ;    5471 ; saida
 1564520 ;    3 ;    5489 ; estacionamento
 1564864 ;    2 ;    5489 ; saida
 1564877 ;    3 ;    5492 ; estacionamento
 1565174 ;    2 ;    5492 ; saida
 1565186 ;    3 ;    5636 ; estacionamento
 1565486 ;    2 ;    5636 ; saida
 1565499 ;    3 ;    5363 ; estacionamento
 1565876 ;    2 ;    5363 ; saida
 1565889 ;    3 ;    5397 ; estacionamento
 1566105 ;    2 ;    5397 ; saida
 1566117 ;    3 ;    5542 ; estacionamento
 1566415 ;    2 ;    5542 ; saida
 1566428 ;    3 ;    5412 ; estacionamento
 1566562 ;    4 ;    5413 ; estacionamento
 1566755 ;    3 ;    5413 ; saida
 1566772 ;    4 ;    5417 ; estacionamento
 1566989 ;    3 ;    5417 ; saida
 1567002 ;    4 ;    5463 ; estacionamento
 1567339 ;    3 ;    5463 ; saida
 1567351 ;    4 ;    5393 ; estacionamento
 1567527 ;    3 ;    5393 ; saida
 1567538 ;    4 ;    5488 ; estacionamento
 1567754 ;    3 ;    5488 ; saida
 1567765 ;    4 ;    5482 ; estacionamento
 1568061 ;    3 ;    5482 ; saida
 1568075 ;    4 ;    5484 ; estacionamento
 1568252 ;    3 ;    5484 ; saida
 1568265 ;    4 ;    5380 ; estacionamento
 1568682 ;    3 ;    5380 ; saida
 1568701 ;    4 ;    5368 ; estacionamento
 1568837 ;    3 ;    5368 ; saida
 1568863 ;    4 ;    5460 ; estacionamento
 1569085 ;    3 ;    5460 ; saida
 1569111 ;    4 ;    5461 ; estacionamento
 1569276 ;    3 ;    5461 ; saida
 1569343 ;    4 ;    5479 ; estacionamento
 1569448 ;    3 ;    5479 ; saida
 1569498 ;    2 ;    5412 ; saida
 1569551 ;    3 ;    5427 ; estacionamento
 1569923 ;    2 ;    5427 ; saida
 1570086 ;    3 ;    5395 ; estacionamento
 1570508 ;    2 ;    5395 ; saida
 1570523 ;    3 ;    5435 ; estacionamento
 1570623 ;    2 ;    5435 ; saida
 1570634 ;    3 ;    5406 ; estacionamento
 1571009 ;    2 ;    5406 ; saida
 1571342 ;    3 ;    5401 ; estacionamento
 1571391 ;    4 ;    5657 ; estacionamento
 1571659 ;    3 ;    5657 ; saida
 1571678 ;    4 ;    5394 ; estacionamento
 1571897 ;    3 ;    5394 ; saida
 1571915 ;    2 ;    5401 ; saida
 1571926 ;    3 ;    5493 ; estacionamento
 1572188 ;    2 ;    5493 ; saida
 1572267 ;    3 ;    5655 ; estacionamento
 1572500 ;    2 ;    5655 ; saida
 1572524 ;    3 ;    5451 ; estacionamento
 1572665 ;    2 ;    5451 ; saida
 1572679 ;    3 ;    5445 ; estacionamento
 1573098 ;    2 ;    5445 ; saida
 1573117 ;    3 ;    5481 ; estacionamento
 1573275 ;    2 ;    5481 ; saida
 1573295 ;    3 ;    5494 ; estacionamento
 1573518 ;    2 ;    5494 ; saida
 1573710 ;    3 ;    5498 ; estacionamento
 1573887 ;    2 ;    5498 ; saida
 1573923 ;    3 ;    5547 ; estacionamento
 1574067 ;    2 ;    5547 ; saida
 1574087 ;    3 ;    5507 ; estacionamento
 1574190 ;    2 ;    5507 ; saida
 1574202 ;    3 ;    5640 ; estacionamento
 1574380 ;    2 ;    5640 ; saida
 1574407 ;    3 ;    5543 ; estacionamento
 1574549 ;    2 ;    5543 ; saida
 1574570 ;    3 ;    5382 ; estacionamento
 1574914 ;    2 ;    5382 ; saida
 1574941 ;    3 ;    5369 ; estacionamento
 1575279 ;    2 ;    5369 ; saida
 1575292 ;    3 ;    5661 ; estacionamento
 1575342 ;    4 ;    5501 ; estacionamento
 1575416 ;    3 ;    5501 ; saida
 1575435 ;    4 ;    5549 ; estacionamento
 1575535 ;    3 ;    5549 ; saida
 1575669 ;    2 ;    5661 ; saida
 1575685 ;    3 ;    5569 ; estacionamento
 1575942 ;    2 ;    5569 ; saida
 1576503 ;    3 ;    5536 ; estacionamento
 1576596 ;    2 ;    5536 ; saida
 1576642 ;    3 ;    5641 ; estacionamento
 1576742 ;    4 ;    5603 ; estacionamento
 1576775 ;    5 ;    5511 ; estacionamento
 1576807 ;    6 ;    5502 ; estacionamento
 1576994 ;    5 ;    5603 ; saida
 1577003 ;    4 ;    5502 ; saida
 1577161 ;    3 ;    5511 ; saida
 1577210 ;    4 ;    5327 ; estacionamento
 1577471 ;    3 ;    5327 ; saida
 1577536 ;    2 ;    5276 ; saida
 1577589 ;    1 ;    5641 ; saida
 1577639 ;    2 ;    5589 ; estacionamento
 1577689 ;    3 ;    5540 ; estacionamento
 1577765 ;    4 ;    5530 ; estacionamento
 1577939 ;    3 ;    5540 ; saida
 1577990 ;    2 ;    5530 ; saida
 1578021 ;    3 ;    5562 ; estacionamento
 1578075 ;    4 ;    5576 ; estacionamento
 1578168 ;    3 ;    5562 ; saida
 1578185 ;    2 ;    5576 ; saida
 1578226 ;    3 ;    5616 ; estacionamento
 1578272 ;    4 ;    5645 ; estacionamento
 1578448 ;    3 ;    5616 ; saida
 1578484 ;    4 ;    5575 ; estacionamento
 1578528 ;    3 ;    5645 ; saida
 1578559 ;    4 ;    5647 ; estacionamento
 1578647 ;    3 ;    5647 ; saida
 1578658 ;    2 ;    5575 ; saida
 1578665 ;    1 ;    5475 ; saida
 1578690 ;    2 ;    5566 ; estacionamento
 1578738 ;    3 ;    5649 ; estacionamento
 1579031 ;    2 ;    5649 ; saida
 1579021 ;    3 ;    5531 ; estacionamento
 1579107 ;    2 ;    5566 ; saida
 1579210 ;    1 ;    5531 ; saida
 1579229 ;    2 ;    5563 ; estacionamento
 1579343 ;    1 ;    5563 ; saida
 1579375 ;    2 ;    5584 ; estacionamento
 1579521 ;    1 ;    5584 ; saida
 1579536 ;    2 ;    5571 ; estacionamento
 1579685 ;    3 ;    5508 ; estacionamento
 1579835 ;    2 ;    5571 ; saida
 1579867 ;    3 ;    5588 ; estacionamento
 1579920 ;    2 ;    5508 ; saida
 1579952 ;    3 ;    5652 ; estacionamento
 1580020 ;    2 ;    5588 ; saida
 1580050 ;    3 ;    5565 ; estacionamento
 1580108 ;    2 ;    5652 ; saida
 1580138 ;    3 ;    5656 ; estacionamento
 1580211 ;    2 ;    5656 ; saida
 1580238 ;    3 ;    5638 ; estacionamento
 1580388 ;    2 ;    5638 ; saida
 1580417 ;    3 ;    5651 ; estacionamento
 1580484 ;    2 ;    5565 ; saida
 1580514 ;    3 ;    5610 ; estacionamento
 1580541 ;    4 ;    5650 ; estacionamento
 1580652 ;    3 ;    5650 ; saida
 1580667 ;    2 ;    5610 ; saida
 1580685 ;    3 ;    5579 ; estacionamento
 1581101 ;    2 ;    5579 ; saida
 1581117 ;    3 ;    5617 ; estacionamento
 1581293 ;    2 ;    5617 ; saida
 1581310 ;    3 ;    5620 ; estacionamento
 1581459 ;    2 ;    5651 ; saida
 1581555 ;    3 ;    5462 ; estacionamento
 1581822 ;    2 ;    5589 ; saida
 1582079 ;    1 ;    5462 ; saida
 1582128 ;    2 ;    5621 ; estacionamento
 1582314 ;    1 ;    5620 ; saida
 1582712 ;    2 ;    5607 ; estacionamento
 1583102 ;    1 ;    5607 ; saida
 1583151 ;    2 ;    5623 ; estacionamento
 1583459 ;    1 ;    5623 ; saida
 1583478 ;    2 ;    5627 ; estacionamento
 1583897 ;    1 ;    5627 ; saida
 1583918 ;    2 ;    5629 ; estacionamento
 1584257 ;    1 ;    5629 ; saida
 1584313 ;    0 ;    5621 ; saida
 1584875 ;    1 ;    5614 ; estacionamento
 1584940 ;    0 ;    5614 ; saida
 1585458 ;    1 ;    5384 ; estacionamento
 1585900 ;    0 ;    5384 ; saida
 1585996 ;    1 ;    5408 ; estacionamento
 1586227 ;    0 ;    5408 ; saida
 1586340 ;    1 ;    5407 ; estacionamento
 1586568 ;    0 ;    5407 ; saida
 1586705 ;    1 ;    5410 ; estacionamento
 1586826 ;    2 ;    5497 ; estacionamento
 1586903 ;    1 ;    5497 ; saida
 1587145 ;    0 ;    5410 ; saida
 1587161 ;    1 ;    5441 ; estacionamento
 1587494 ;    0 ;    5441 ; saida
 1587939 ;    1 ;    5443 ; estacionamento
 1587986 ;    2 ;    5416 ; estacionamento
 1588019 ;    1 ;    5443 ; saida
 1588336 ;    0 ;    5416 ; saida
 1588351 ;    1 ;    5419 ; estacionamento
 1588398 ;    2 ;    5423 ; estacionamento
 1588573 ;    1 ;    5423 ; saida
 1588607 ;    2 ;    5428 ; estacionamento
 1588868 ;    1 ;    5428 ; saida
 1588887 ;    0 ;    5419 ; saida
 1588911 ;    1 ;    5430 ; estacionamento
 1589211 ;    0 ;    5430 ; saida
 1589235 ;    1 ;    5431 ; estacionamento
 1589578 ;    2 ;    5367 ; estacionamento
 1590004 ;    1 ;    5367 ; saida
 1590046 ;    2 ;    5438 ; estacionamento
 1590192 ;    1 ;    5438 ; saida
 1590215 ;    2 ;    5468 ; estacionamento
 1590270 ;    1 ;    5468 ; saida
 1590292 ;    2 ;    5476 ; estacionamento
 1590627 ;    1 ;    5476 ; saida
 1590642 ;    0 ;    5431 ; saida
 1593226 ;    1 ;    5593 ; estacionamento
 1593584 ;    0 ;    5593 ; saida
 1593606 ;    1 ;    5609 ; estacionamento
 1593738 ;    0 ;    5609 ; saida
 1593755 ;    1 ;    5525 ; estacionamento
 1594009 ;    0 ;    5525 ; saida
 1594033 ;    1 ;    5596 ; estacionamento
 1594366 ;    0 ;    5596 ; saida
 1594382 ;    1 ;    5605 ; estacionamento
 1594409 ;    2 ;    5630 ; estacionamento
 1594516 ;    1 ;    5605 ; saida
 1594541 ;    2 ;    5619 ; estacionamento
 1594834 ;    1 ;    5630 ; saida
 1594959 ;    0 ;    5619 ; saida
 1597983 ;    1 ;    5867 ; estacionamento
 1598211 ;    0 ;    5867 ; saida
 1598248 ;    1 ;    5881 ; estacionamento
 1598552 ;    0 ;    5881 ; saida
 1598585 ;    1 ;    5906 ; estacionamento
 1598645 ;    0 ;    5906 ; saida
 1598669 ;    1 ;    5909 ; estacionamento
 1598766 ;    0 ;    5909 ; saida
 1598785 ;    1 ;    5915 ; estacionamento
 1598961 ;    0 ;    5915 ; saida
 1598980 ;    1 ;    5903 ; estacionamento
 1599197 ;    0 ;    5903 ; saida
 1599236 ;    1 ;    5545 ; estacionamento
 1599582 ;    0 ;    5545 ; saida
 1599695 ;    1 ;    5693 ; estacionamento
 1599997 ;    0 ;    5693 ; saida
 1600063 ;    1 ;    5699 ; estacionamento
 1600170 ;    0 ;    5699 ; saida
 1600205 ;    1 ;    5709 ; estacionamento
 1600237 ;    2 ;    5712 ; estacionamento
 1600631 ;    1 ;    5712 ; saida
 1600659 ;    2 ;    5710 ; estacionamento
 1600928 ;    1 ;    5710 ; saida
 1600946 ;    2 ;    5714 ; estacionamento
 1601281 ;    1 ;    5714 ; saida
 1601303 ;    0 ;    5709 ; saida
 1601323 ;    1 ;    5717 ; estacionamento
 1601700 ;    0 ;    5717 ; saida
 1601722 ;    1 ;    5720 ; estacionamento
 1601858 ;    0 ;    5720 ; saida
 1601878 ;    1 ;    5721 ; estacionamento
 1602051 ;    0 ;    5721 ; saida
 1602072 ;    1 ;    5724 ; estacionamento
 1602407 ;    0 ;    5724 ; saida
 1602429 ;    1 ;    5730 ; estacionamento
 1602606 ;    0 ;    5730 ; saida
 1602624 ;    1 ;    5741 ; estacionamento
 1602680 ;    0 ;    5741 ; saida
 1602697 ;    1 ;    5763 ; estacionamento
 1602953 ;    0 ;    5763 ; saida
 1602970 ;    1 ;    5754 ; estacionamento
 1603265 ;    0 ;    5754 ; saida
 1603282 ;    1 ;    5745 ; estacionamento
 1603577 ;    0 ;    5745 ; saida
 1603594 ;    1 ;    5747 ; estacionamento
 1603651 ;    0 ;    5747 ; saida
 1603668 ;    1 ;    5749 ; estacionamento
 1603961 ;    0 ;    5749 ; saida
 1603978 ;    1 ;    5804 ; estacionamento
 1604033 ;    0 ;    5804 ; saida
 1604049 ;    1 ;    5809 ; estacionamento
 1604385 ;    0 ;    5809 ; saida
 1604401 ;    1 ;    5810 ; estacionamento
 1604658 ;    0 ;    5810 ; saida
 1604675 ;    1 ;    5812 ; estacionamento
 1605051 ;    0 ;    5812 ; saida
 1605069 ;    1 ;    5814 ; estacionamento
 1605324 ;    0 ;    5814 ; saida
 1605341 ;    1 ;    5771 ; estacionamento
 1605397 ;    0 ;    5771 ; saida
 1605414 ;    1 ;    5779 ; estacionamento
 1605709 ;    0 ;    5779 ; saida
 1605726 ;    1 ;    5775 ; estacionamento
 1605901 ;    0 ;    5775 ; saida
 1605918 ;    1 ;    5791 ; estacionamento
 1606173 ;    0 ;    5791 ; saida
 1606196 ;    1 ;    5797 ; estacionamento
